Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV56339,0,9000,1068.0,4.0,12,12,0,1,1,0,1,0,1,1,1,1,0,9000,1068,6860,460,46.0,0.0,0.0,0.0,0.0,0.0
PRV56340,0,57000,3204.0,21.0,24,34,3,2,2,0,1,2,3,2,1,2,0,73440,7476,5920,1730,199.0,0.0,2.0,1.0,0.0,0.0
PRV56341,0,18000,1068.0,6.0,12,12,0,0,0,1,0,1,1,1,1,0,0,21210,2136,690,20,76.0,0.0,0.0,0.0,0.0,0.0
PRV56342,0,52000,5340.0,18.0,60,60,1,1,1,1,2,0,3,4,0,2,0,96230,8544,4270,1770,347.0,0.0,3.0,1.0,0.0,0.0
PRV56344,0,3520,0.0,0.0,132,132,7,4,0,1,1,1,5,6,5,0,1,17000,2136,14200,2620,805.0,0.0,8.0,0.0,0.0,0.0
PRV56345,0,134510,2140.0,0.0,6816,6845,278,318,216,90,142,248,356,414,167,162,44,2381850,258568,1110400,331910,42256.0,1.0,322.0,10.0,27.0,0.0
PRV56346,0,16050,140.0,0.0,504,504,16,23,24,15,5,13,31,30,8,13,10,270680,19224,188570,57870,3206.0,0.0,26.0,0.0,0.0,0.0
PRV56347,0,106110,9842.0,49.0,612,607,28,28,23,9,8,28,41,43,18,14,4,351440,37108,136010,39830,3818.0,0.0,34.0,0.0,2.0,0.0
PRV56348,0,11200,220.0,0.0,696,696,25,40,29,10,21,27,37,44,23,17,6,347210,34176,148650,49820,4426.0,0.0,38.0,0.0,3.0,0.0
PRV56349,0,288280,31062.0,151.0,732,732,24,40,30,9,27,31,42,46,18,24,4,628430,68352,121630,39930,4316.0,0.0,36.0,1.0,1.0,1.0
PRV56350,1,812530,69530.0,415.0,1872,1895,51,102,65,40,44,60,111,129,43,47,18,1626770,156772,407430,112220,11905.0,0.0,97.0,4.0,4.0,0.0
PRV56351,0,10920,90.0,0.0,348,348,10,25,20,3,15,15,25,27,12,5,3,359520,31904,111430,22540,2134.0,0.0,11.0,0.0,0.0,0.0
PRV56352,0,37730,4312.0,38.0,288,276,9,10,8,4,5,12,13,14,11,5,1,145140,16020,27970,12260,1825.0,0.0,14.0,2.0,1.0,0.0
PRV56353,0,29340,320.0,0.0,1152,1140,34,55,33,22,24,55,67,70,16,36,1,198950,49972,159190,41030,7010.0,0.0,65.0,0.0,0.0,0.0
PRV56354,0,70470,3204.0,20.0,132,132,3,7,2,1,3,3,7,9,3,2,1,74780,5340,12360,2000,825.0,2.0,9.0,0.0,1.0,0.0
PRV56355,0,76130,4592.0,21.0,1380,1379,18,73,38,21,32,62,79,83,18,49,22,159880,17088,278360,67370,8708.0,0.0,57.0,0.0,5.0,0.0
PRV56357,0,1690,0.0,0.0,192,192,7,8,5,2,6,9,14,11,2,5,0,34300,4272,14540,6460,1128.0,0.0,11.0,0.0,3.0,0.0
PRV56358,0,240,0.0,0.0,48,48,1,1,1,0,0,3,3,4,0,1,0,0,0,4280,2000,308.0,0.0,2.0,0.0,1.0,0.0
PRV56360,0,25060,50.0,0.0,924,936,36,54,37,20,35,47,52,66,21,33,3,578430,59808,237440,70990,5649.0,0.0,37.0,0.0,7.0,0.0
PRV56361,1,105550,7686.0,39.0,1368,1368,52,50,55,6,36,70,72,77,57,17,33,406050,55800,688170,185260,8506.0,1.0,91.0,0.0,0.0,0.0
PRV56362,0,13210,290.0,0.0,720,705,23,32,25,9,12,22,39,45,21,12,5,294620,26432,101150,33690,4522.0,0.0,32.0,0.0,3.0,0.0
PRV56363,0,10420,280.0,0.0,228,228,11,12,11,8,4,6,17,15,0,10,3,163240,10680,90360,28360,1365.0,0.0,9.0,0.0,0.0,0.0
PRV56364,0,31280,320.0,0.0,948,948,35,45,42,13,23,28,55,64,35,28,3,133900,27768,382550,135180,6159.0,0.0,53.0,0.0,0.0,0.0
PRV56366,0,1880,0.0,0.0,108,108,3,4,5,0,3,5,4,8,0,2,1,8000,1068,12920,4810,627.0,0.0,6.0,0.0,3.0,0.0
PRV56367,0,10550,0.0,0.0,540,535,4,35,22,1,10,32,37,33,3,2,0,240,2136,130200,23790,3465.0,0.0,25.0,0.0,4.0,0.0
PRV56368,0,9050,1108.0,5.0,408,408,7,2,16,4,15,5,21,25,14,10,0,30120,5340,28580,18270,2480.0,0.0,10.0,0.0,2.0,0.0
PRV56369,0,80,0.0,0.0,12,12,0,1,1,0,0,0,1,1,0,0,0,0,0,380,70,58.0,0.0,1.0,0.0,0.0,0.0
PRV56370,0,1620,0.0,0.0,108,108,3,3,0,0,0,5,0,3,5,0,0,0,0,28240,6050,612.0,0.0,3.0,0.0,0.0,0.0
PRV56373,0,10,0.0,0.0,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,250,120,86.0,0.0,0.0,0.0,0.0,0.0
PRV56374,0,7570,390.0,0.0,300,300,9,18,8,5,4,8,20,19,2,3,0,105160,16020,80410,34100,1851.0,0.0,15.0,0.0,0.0,0.0
PRV56375,0,15220,390.0,0.0,648,648,26,19,19,2,11,28,25,36,20,6,5,39000,6408,159010,62450,4035.0,0.0,38.0,0.0,1.0,0.0
PRV56376,0,10780,70.0,0.0,240,240,4,2,5,0,0,9,13,9,9,0,0,144000,8544,69100,8040,1416.0,0.0,16.0,0.0,1.0,0.0
PRV56377,0,60,0.0,0.0,12,12,0,0,0,1,0,0,1,1,1,1,1,0,0,3220,1270,66.0,0.0,1.0,0.0,0.0,0.0
PRV56378,0,4480,0.0,0.0,372,372,13,16,9,1,6,13,23,14,16,4,2,0,0,35510,16800,2385.0,0.0,15.0,0.0,1.0,0.0
PRV56379,0,16520,60.0,0.0,636,634,14,26,16,14,19,17,27,47,20,20,4,306690,17088,96920,37010,3908.0,0.0,20.0,0.0,6.0,0.0
PRV56380,0,6040,0.0,0.0,252,250,3,9,11,5,7,1,19,11,4,3,3,0,0,31840,9660,1427.0,0.0,8.0,0.0,3.0,0.0
PRV56381,0,4720,0.0,0.0,96,96,0,0,8,0,0,8,0,8,0,0,0,0,0,37760,10080,664.0,0.0,8.0,0.0,0.0,0.0
PRV56384,0,29790,2146.0,18.0,588,588,23,37,18,1,14,19,36,35,23,17,19,147600,20292,69070,25290,3747.0,0.0,22.0,0.0,0.0,0.0
PRV56385,0,2770,100.0,0.0,264,264,9,10,7,8,3,7,18,17,0,5,0,54000,8544,20840,6200,1591.0,0.0,10.0,0.0,0.0,0.0
PRV56387,0,90,0.0,0.0,12,12,1,1,1,0,1,1,0,1,0,0,0,0,0,1840,1100,78.0,0.0,1.0,0.0,0.0,0.0
PRV56388,0,5300,0.0,0.0,84,84,4,6,6,1,2,3,5,5,4,2,1,73600,2136,11810,3760,496.0,1.0,4.0,0.0,0.0,0.0
PRV56389,0,6520,200.0,0.0,180,180,5,3,2,1,2,4,5,8,2,2,0,17000,4272,18560,5530,1162.0,0.0,8.0,0.0,0.0,0.0
PRV56390,0,40220,2216.0,33.0,60,60,3,4,4,2,2,2,3,5,3,1,1,77230,7476,32120,7520,318.0,0.0,4.0,0.0,0.0,0.0
PRV56391,0,150,0.0,0.0,24,24,1,1,0,1,0,0,1,0,0,0,0,0,0,3050,1440,143.0,0.0,1.0,0.0,0.0,0.0
PRV56392,1,41860,6458.0,63.0,240,240,13,17,16,0,9,16,18,18,2,8,2,188380,32040,37120,11770,1450.0,0.0,4.0,0.0,9.0,0.0
PRV56393,0,2580,0.0,0.0,120,120,3,4,6,2,4,5,7,7,4,2,2,49160,7476,27440,5620,793.0,0.0,8.0,0.0,0.0,0.0
PRV56394,0,15920,0.0,0.0,384,384,16,28,12,2,14,25,23,29,11,16,1,85280,14952,103100,23540,2208.0,0.0,14.0,0.0,5.0,0.0
PRV56395,0,107000,7476.0,42.0,84,84,3,5,3,1,3,3,6,7,2,2,0,160470,15612,15000,3170,490.0,0.0,3.0,0.0,1.0,0.0
PRV56396,1,289380,32270.0,244.0,996,996,44,57,45,9,33,31,62,71,29,28,17,807130,92512,205380,57460,6199.0,0.0,43.0,13.0,1.0,0.0
PRV56397,0,9600,80.0,0.0,564,561,13,31,23,9,18,27,37,38,13,11,6,202300,21360,117630,38010,3375.0,0.0,32.0,5.0,0.0,0.0
PRV56398,0,6030,1068.0,7.0,228,228,7,11,4,2,6,4,9,12,9,4,1,49000,6408,15840,5330,1424.0,0.0,13.0,2.0,0.0,0.0
PRV56400,1,49800,3204.0,30.0,102,96,5,6,5,2,3,3,6,7,0,0,0,77130,10544,40990,10720,678.0,0.0,7.0,1.0,0.0,0.0
PRV56401,0,27390,430.0,0.0,1716,1716,77,113,81,52,38,65,113,113,32,42,13,224170,35244,280800,74440,10742.0,2.0,44.0,25.0,0.0,0.0
PRV56403,1,78660,9892.0,46.0,408,408,12,20,16,4,9,16,22,26,7,7,2,257720,36312,60970,17600,2455.0,0.0,17.0,7.0,0.0,1.0
PRV56404,0,131660,1180.0,0.0,4278,4320,96,206,118,60,99,132,272,252,108,98,28,1045780,140704,1034440,262680,25686.0,0.0,191.0,42.0,1.0,0.0
PRV56405,0,24090,260.0,0.0,720,720,20,40,20,13,21,24,41,40,18,16,9,152340,14952,98510,30230,4270.0,0.0,32.0,5.0,2.0,0.0
PRV56406,0,44770,870.0,0.0,2412,2412,71,97,83,25,66,108,145,166,75,58,12,583940,91848,314870,112180,15044.0,1.0,127.0,15.0,0.0,0.0
PRV56407,0,39500,5440.0,36.0,457,476,16,22,14,4,7,18,27,27,14,11,5,106160,12816,62410,16310,2798.0,1.0,25.0,6.0,0.0,0.0
PRV56408,0,79570,3554.0,54.0,814,816,22,29,13,15,5,9,27,35,20,2,1,347460,115884,85690,36070,4905.0,0.0,39.0,11.0,1.0,0.0
PRV56410,0,92530,1030.0,0.0,4188,4178,115,195,134,63,113,149,258,278,127,107,40,1574200,131364,812140,250070,26303.0,1.0,208.0,25.0,3.0,1.0
PRV56411,0,110650,4572.0,13.0,900,900,38,40,17,10,26,35,47,50,30,22,4,623420,35244,99180,47270,5382.0,0.0,41.0,6.0,0.0,0.0
PRV56412,0,111360,9862.0,61.0,1344,1344,39,65,55,21,43,46,88,80,27,45,8,659810,95352,293980,92910,7985.0,2.0,55.0,14.0,0.0,0.0
PRV56413,0,8650,30.0,0.0,144,144,9,9,4,4,6,5,9,10,7,4,0,63480,10680,34350,11200,863.0,0.0,6.0,0.0,0.0,0.0
PRV56414,0,5900,200.0,0.0,312,324,13,13,10,2,9,11,14,21,7,10,2,118820,8544,58230,15790,1901.0,0.0,18.0,3.0,0.0,0.0
PRV56415,0,15990,210.0,0.0,492,492,17,19,19,5,8,16,24,31,13,8,2,151730,25360,94960,21820,3045.0,1.0,28.0,3.0,0.0,0.0
PRV56416,1,2744870,226962.0,1586.0,19003,19028,637,852,739,257,520,703,1095,1200,544,488,195,9904940,909876,3790150,1069190,112899.0,10.0,883.0,213.0,18.0,1.0
PRV56417,0,20230,210.0,0.0,1416,1428,40,77,39,30,24,53,70,76,47,39,4,120600,24564,190900,58310,8396.0,0.0,74.0,21.0,0.0,0.0
PRV56418,0,9790,0.0,0.0,348,348,9,15,12,4,11,15,19,24,12,11,4,49330,6408,45000,17830,2036.0,0.0,18.0,2.0,1.0,0.0
PRV56421,1,510750,46054.0,318.0,1580,1596,48,89,66,24,51,58,100,103,45,45,23,1093980,99324,300480,86510,9532.0,4.0,76.0,16.0,3.0,0.0
PRV56423,0,15490,2136.0,5.0,144,144,8,7,4,1,5,2,5,9,3,5,1,89880,9612,31710,9780,893.0,0.0,8.0,1.0,0.0,0.0
PRV56425,1,135450,9714.0,56.0,4572,4562,179,257,175,72,95,179,247,298,138,122,43,961060,147384,849510,252850,26198.0,8.0,217.0,47.0,1.0,0.0
PRV56426,0,127230,1240.0,0.0,5232,5184,185,261,192,47,134,198,318,320,148,145,60,1645560,209348,1138210,283510,31934.0,2.0,275.0,53.0,3.0,0.0
PRV56427,0,10460,20.0,0.0,276,276,11,13,11,5,5,7,17,17,8,3,2,124950,11748,71360,17170,1648.0,0.0,11.0,2.0,0.0,0.0
PRV56428,1,172930,9194.0,51.0,3732,3710,128,193,131,62,65,138,209,252,97,108,15,1147340,104664,582290,173560,22666.0,0.0,184.0,27.0,4.0,0.0
PRV56430,0,11130,90.0,0.0,456,456,14,26,16,3,11,16,31,33,16,16,4,127750,16952,121310,33420,2864.0,0.0,22.0,4.0,0.0,0.0
PRV56432,0,54080,5340.0,31.0,300,300,15,18,16,9,11,5,20,21,11,14,4,135630,24564,37070,9450,1814.0,0.0,15.0,8.0,0.0,0.0
PRV56433,0,39510,460.0,0.0,1452,1452,50,71,45,23,36,50,88,78,34,35,11,434650,51128,306780,88330,8774.0,1.0,70.0,9.0,7.0,1.0
PRV56435,1,100030,4892.0,26.0,3116,3090,115,155,110,40,84,114,177,201,90,111,14,1034860,121208,519730,128490,18667.0,1.0,169.0,25.0,0.0,0.0
PRV56437,1,469300,42294.0,256.0,8616,8603,271,420,310,127,211,367,522,563,236,224,60,2798050,319860,1522210,462130,52151.0,3.0,454.0,85.0,8.0,0.0
PRV56438,1,827300,66276.0,441.0,1596,1582,47,85,63,22,49,65,98,108,42,40,15,1316750,129480,320130,88150,9777.0,0.0,65.0,20.0,1.0,0.0
PRV56439,0,134960,1570.0,0.0,5268,5299,142,247,164,84,114,175,335,322,173,132,47,2197450,159928,1129440,319580,32165.0,6.0,303.0,35.0,4.0,0.0
PRV56440,0,29150,110.0,0.0,1056,1068,36,57,36,22,29,48,71,71,40,24,6,396560,32040,180010,55450,6549.0,0.0,58.0,11.0,2.0,0.0
PRV56441,0,3980,140.0,0.0,420,420,10,15,13,3,10,19,25,26,15,7,1,131380,20088,66630,23810,2542.0,0.0,21.0,6.0,1.0,0.0
PRV56442,1,1234150,87154.0,543.0,15912,15926,494,746,555,184,432,554,923,958,395,447,123,4955050,565488,2817040,757670,93668.0,14.0,744.0,185.0,10.0,0.0
PRV56444,1,383140,4690.0,0.0,15768,15713,491,775,571,170,412,594,927,980,461,423,108,4237720,586728,3258290,908260,95471.0,14.0,787.0,143.0,7.0,3.0
PRV56445,0,215750,34266.0,173.0,648,635,19,28,23,4,16,20,37,38,12,13,4,315940,51196,94860,25910,4063.0,2.0,29.0,6.0,1.0,0.0
PRV56447,1,50870,380.0,0.0,2018,2040,49,89,65,12,61,69,123,131,59,33,11,824180,86440,528390,144920,11829.0,2.0,111.0,31.0,0.0,0.0
PRV56448,0,198950,2260.0,0.0,6996,6929,258,314,241,84,192,287,396,435,205,149,61,2823760,249912,1551190,445840,41322.0,5.0,325.0,70.0,3.0,0.0
PRV56449,0,211880,14444.0,117.0,1620,1614,45,77,60,24,49,53,98,113,44,48,12,612840,72448,249580,80620,9695.0,1.0,85.0,23.0,0.0,0.0
PRV56451,0,72950,530.0,0.0,3096,3084,81,144,88,5,56,119,179,203,68,66,50,870240,151432,826380,172890,18298.0,0.0,159.0,37.0,1.0,0.0
PRV56452,0,63150,4432.0,17.0,1320,1315,50,54,43,19,41,39,82,69,46,26,12,305240,46720,239840,70650,8010.0,4.0,71.0,14.0,0.0,0.0
PRV56453,0,43550,210.0,0.0,1380,1378,45,51,23,12,18,46,72,87,24,21,12,275040,28836,215510,54460,8263.0,0.0,66.0,8.0,1.0,0.0
PRV56454,0,43910,530.0,0.0,1908,1908,65,83,56,19,41,69,102,111,55,51,15,2069880,117480,283110,69800,11320.0,0.0,103.0,17.0,1.0,0.0
PRV56455,0,4860,30.0,0.0,156,156,4,10,5,2,3,4,8,10,5,3,1,59820,6408,27920,9730,873.0,1.0,10.0,1.0,0.0,0.0
PRV56456,0,114710,15062.0,90.0,552,552,25,25,25,8,16,28,38,35,16,14,12,300750,42720,112140,31900,3257.0,0.0,22.0,5.0,0.0,0.0
PRV56458,0,53410,6618.0,25.0,648,648,21,27,27,1,21,26,40,40,17,18,4,224100,32040,87800,26420,3700.0,0.0,31.0,9.0,0.0,0.0
PRV56461,0,135180,10870.0,65.0,1380,1364,52,61,50,14,33,54,79,78,38,27,8,372010,50196,222440,73740,8272.0,0.0,62.0,11.0,1.0,2.0
PRV56463,0,1660,110.0,0.0,216,216,6,8,4,1,5,11,12,15,8,7,1,31000,5340,31290,8290,1354.0,0.0,11.0,2.0,0.0,0.0
PRV56464,0,14920,270.0,0.0,992,1007,28,47,25,19,25,31,58,58,28,30,7,388600,38448,175730,45340,5931.0,2.0,47.0,17.0,0.0,0.0
PRV56466,0,8190,180.0,0.0,672,672,22,38,20,12,18,24,42,50,24,19,14,305550,27768,113280,40220,4130.0,0.0,38.0,7.0,0.0,0.0
PRV56467,0,95720,920.0,0.0,4152,4175,110,180,130,41,103,166,236,256,104,99,26,676990,85372,857130,269550,25082.0,0.0,216.0,43.0,0.0,0.0
PRV56468,0,47270,5340.0,41.0,408,384,18,24,15,5,12,19,25,28,12,10,4,212560,30224,111090,28990,2492.0,1.0,18.0,1.0,1.0,0.0
PRV56469,0,430560,37500.0,250.0,1560,1571,59,82,53,26,46,56,97,96,47,46,12,958510,99924,312830,91160,9255.0,2.0,64.0,14.0,1.0,0.0
PRV56470,0,35610,5470.0,28.0,432,443,19,24,7,7,14,18,19,27,9,9,2,140720,20292,46170,10450,2646.0,0.0,29.0,6.0,0.0,0.0
PRV56471,0,10490,190.0,0.0,516,516,22,30,15,4,23,19,37,35,7,13,3,95340,8544,114460,31290,3328.0,2.0,22.0,3.0,0.0,0.0
PRV56473,0,71310,7646.0,62.0,660,660,27,36,24,8,21,29,38,47,19,17,5,376690,39516,138670,36700,4135.0,1.0,26.0,10.0,0.0,0.0
PRV56474,0,13970,1208.0,13.0,372,372,11,19,13,6,6,14,23,27,10,8,0,126790,11748,71140,17200,2223.0,0.0,19.0,4.0,0.0,0.0
PRV56475,0,11180,0.0,0.0,408,407,9,17,8,6,8,12,24,26,9,18,0,120400,11748,58290,18540,2351.0,0.0,21.0,7.0,0.0,0.0
PRV56476,0,6700,1068.0,7.0,48,48,2,1,2,1,2,2,2,4,1,1,0,6000,1068,4670,1560,315.0,0.0,1.0,0.0,0.0,0.0
PRV56477,0,4460,70.0,0.0,108,108,5,4,3,4,1,4,3,8,6,4,1,34500,5340,16540,4790,622.0,0.0,9.0,1.0,0.0,0.0
PRV56478,0,638850,70698.0,471.0,1824,1812,69,108,81,23,71,73,115,119,60,61,25,1319270,182200,344410,92030,11246.0,2.0,82.0,25.0,2.0,1.0
PRV56479,0,38990,700.0,0.0,1680,1668,65,89,62,28,45,73,111,121,42,49,15,613260,95216,450160,124880,10092.0,1.0,82.0,9.0,1.0,0.0
PRV56480,0,3120,70.0,0.0,252,252,11,9,4,1,6,8,14,14,8,8,0,34280,8544,18580,8930,1434.0,1.0,8.0,2.0,0.0,0.0
PRV56481,1,668910,79182.0,498.0,1536,1526,75,95,73,17,64,57,109,107,40,51,19,1990590,226348,179430,56950,9027.0,1.0,81.0,8.0,0.0,0.0
PRV56482,0,14780,0.0,0.0,336,336,8,20,16,6,15,14,22,25,11,7,3,210600,21360,130770,32040,2183.0,1.0,16.0,4.0,0.0,0.0
PRV56483,0,25850,2226.0,9.0,384,384,12,19,17,2,3,12,24,26,15,8,4,138570,13884,97510,19260,2309.0,0.0,23.0,11.0,0.0,0.0
PRV56484,0,6980,0.0,0.0,108,108,6,5,2,3,2,4,6,7,3,1,0,11000,2136,24860,5790,662.0,0.0,4.0,2.0,0.0,0.0
PRV56485,0,26790,1208.0,1.0,576,576,14,34,35,15,31,21,37,34,9,12,1,133100,16020,155630,44740,3396.0,2.0,22.0,4.0,0.0,0.0
PRV56486,0,26220,270.0,0.0,924,924,31,47,32,8,18,42,55,68,25,29,12,363620,48060,226860,53740,5083.0,0.0,57.0,11.0,0.0,0.0
PRV56487,0,12230,1358.0,2.0,324,324,11,12,8,4,8,10,19,18,13,4,0,127100,13884,57420,12670,1894.0,0.0,15.0,2.0,0.0,0.0
PRV56489,0,9350,100.0,0.0,248,252,13,12,9,2,4,9,14,16,6,10,0,100940,13884,35470,11460,1524.0,0.0,12.0,1.0,0.0,0.0
PRV56490,0,78170,10680.0,43.0,168,168,6,9,6,2,5,8,9,11,6,4,2,142740,21088,24140,4680,1038.0,1.0,7.0,0.0,0.0,0.0
PRV56494,0,185430,1450.0,0.0,6636,6676,174,343,232,79,205,248,403,412,160,167,51,2186630,190104,1866630,556200,40212.0,1.0,351.0,58.0,3.0,0.0
PRV56495,0,11750,220.0,0.0,432,430,9,21,11,1,14,16,27,25,13,13,5,82230,9612,115110,27500,2529.0,1.0,21.0,1.0,0.0,0.0
PRV56496,0,13620,130.0,0.0,492,492,19,21,11,4,13,20,22,26,8,10,3,75510,6408,41850,11910,2809.0,0.0,30.0,1.0,0.0,0.0
PRV56497,0,12540,70.0,0.0,360,360,13,25,11,5,10,20,25,23,10,7,7,123840,14952,55410,13440,2001.0,0.0,18.0,3.0,0.0,0.0
PRV56498,0,2510,0.0,0.0,84,84,3,5,2,2,1,3,3,5,2,2,1,12200,2136,33920,9250,538.0,0.0,4.0,0.0,0.0,0.0
PRV56500,0,65010,4074.0,14.0,1812,1812,87,93,42,28,33,72,97,121,45,53,5,431960,52332,376430,91610,10084.0,5.0,100.0,37.0,2.0,0.0
PRV56501,1,175190,5810.0,66.0,2772,2776,105,143,95,32,69,108,164,177,83,61,14,1640190,152432,633070,159280,16518.0,1.0,146.0,32.0,0.0,0.0
PRV56502,0,1410,0.0,0.0,84,84,2,6,4,1,4,2,6,7,4,3,3,0,0,19490,8080,482.0,0.0,3.0,0.0,0.0,0.0
PRV56504,0,17090,200.0,0.0,732,732,16,31,30,9,18,28,46,56,19,17,3,121490,16020,107950,36050,4837.0,0.0,51.0,1.0,0.0,0.0
PRV56507,0,260300,8673.0,47.0,504,474,20,28,19,11,11,27,36,32,6,19,5,460250,40584,239760,23394,2913.0,0.0,20.0,3.0,1.0,0.0
PRV56508,0,48580,360.0,0.0,2088,2118,50,87,67,13,52,87,123,130,49,48,25,949510,101856,429880,119740,12441.0,1.0,80.0,26.0,1.0,0.0
PRV56509,0,42370,190.0,0.0,1382,1404,43,78,51,13,47,47,85,99,45,51,3,562540,103896,378490,101920,8338.0,0.0,70.0,14.0,0.0,0.0
PRV56510,0,800,20.0,0.0,108,108,2,4,0,1,1,0,7,5,1,2,0,3000,1068,12050,3320,589.0,0.0,2.0,4.0,0.0,0.0
PRV56511,0,6060,100.0,0.0,276,276,9,15,14,4,16,13,20,19,12,5,1,61570,7476,63350,20040,1781.0,1.0,14.0,1.0,0.0,0.0
PRV56512,0,10050,60.0,0.0,324,324,12,17,15,5,8,15,13,23,10,7,4,159000,10680,45590,13110,2058.0,0.0,21.0,2.0,0.0,0.0
PRV56514,0,1230,100.0,0.0,72,72,4,5,2,3,1,1,5,5,0,1,1,0,0,4990,3500,482.0,0.0,2.0,0.0,0.0,0.0
PRV56515,0,2640,0.0,0.0,84,84,2,5,1,1,3,4,6,6,4,4,3,25000,1068,7040,3530,469.0,0.0,3.0,2.0,0.0,0.0
PRV56517,0,38170,370.0,0.0,1472,1476,42,82,46,29,34,60,85,97,31,48,20,649380,60876,323060,96230,8824.0,0.0,73.0,13.0,0.0,0.0
PRV56518,0,900,0.0,0.0,24,24,2,2,2,0,0,2,2,2,1,1,0,4000,1068,2360,580,165.0,0.0,2.0,0.0,0.0,0.0
PRV56519,0,69000,7476.0,34.0,84,72,4,5,3,0,3,3,6,6,1,5,1,94200,9612,12360,4090,532.0,0.0,2.0,1.0,0.0,0.0
PRV56521,0,11840,0.0,0.0,360,384,13,21,14,4,14,16,26,28,15,14,4,155040,18156,79410,17040,2215.0,0.0,21.0,1.0,0.0,0.0
PRV56522,0,1700,0.0,0.0,36,36,1,0,0,0,0,1,1,3,2,0,0,25000,1068,6110,2590,239.0,0.0,1.0,0.0,0.0,0.0
PRV56523,1,6670,0.0,0.0,252,252,7,11,8,4,9,10,14,15,6,5,3,96610,8544,44160,14000,1463.0,0.0,10.0,5.0,0.0,0.0
PRV56524,0,120,0.0,0.0,36,36,0,2,1,0,2,2,2,3,3,1,0,0,0,2150,1700,244.0,0.0,2.0,0.0,0.0,0.0
PRV56525,0,18830,140.0,0.0,792,792,22,30,22,8,14,30,44,40,30,14,2,260930,41108,139700,40150,4568.0,0.0,30.0,11.0,0.0,0.0
PRV56526,0,9020,180.0,0.0,384,384,12,19,16,5,10,18,22,21,14,12,4,82300,15748,63670,18700,2315.0,0.0,21.0,5.0,0.0,0.0
PRV56527,0,19990,90.0,0.0,684,684,16,29,22,6,23,27,45,44,24,29,7,271380,27768,119180,33970,4052.0,0.0,38.0,2.0,0.0,0.0
PRV56528,0,2400,220.0,0.0,252,252,4,8,5,2,3,7,11,9,4,5,2,24000,5340,25500,9720,1422.0,0.0,14.0,4.0,1.0,0.0
PRV56529,0,4970,110.0,0.0,408,408,11,14,10,2,11,20,19,20,13,8,0,48250,9612,67190,16870,2443.0,0.0,18.0,2.0,1.0,0.0
PRV56530,0,380,0.0,0.0,36,36,2,1,0,1,1,2,2,2,1,1,0,25000,1068,5380,2090,196.0,0.0,1.0,1.0,0.0,0.0
PRV56531,0,300,0.0,0.0,60,60,1,4,2,0,1,4,4,3,2,3,2,24660,3204,6710,1480,334.0,0.0,4.0,0.0,0.0,0.0
PRV56533,0,93000,14952.0,78.0,180,180,7,9,11,3,8,7,13,14,3,7,2,319210,24564,38930,9460,1060.0,0.0,13.0,1.0,0.0,0.0
PRV56535,0,17920,320.0,0.0,804,804,34,41,21,6,26,24,39,54,13,23,5,131490,22428,169250,52380,4861.0,0.0,36.0,10.0,0.0,0.0
PRV56536,0,17500,90.0,0.0,780,780,17,18,11,5,16,34,33,48,13,15,3,147490,22428,95770,28900,4874.0,1.0,41.0,0.0,0.0,0.0
PRV56537,0,22710,220.0,0.0,1236,1248,47,65,36,18,33,39,75,72,39,43,11,265540,36312,226780,61020,7354.0,0.0,57.0,27.0,3.0,0.0
PRV56538,0,4480,30.0,0.0,243,276,5,14,5,6,8,15,16,19,8,3,1,93200,7476,33960,9940,1617.0,0.0,20.0,1.0,0.0,0.0
PRV56539,0,900,0.0,0.0,12,12,0,1,1,0,0,1,1,1,0,0,0,0,0,4780,510,70.0,0.0,0.0,0.0,0.0,0.0
PRV56540,0,0,1068.0,6.0,12,12,0,0,1,0,0,0,1,0,0,0,0,12000,2136,550,70,67.0,0.0,0.0,0.0,0.0,0.0
PRV56541,1,584000,56604.0,378.0,648,648,27,37,40,13,30,25,40,48,20,20,7,782290,80100,85150,27800,3936.0,0.0,33.0,8.0,1.0,0.0
PRV56543,0,22000,4272.0,16.0,48,48,2,2,3,0,2,0,3,2,2,2,1,22800,4272,5870,1740,329.0,0.0,4.0,0.0,0.0,0.0
PRV56544,0,99630,17088.0,74.0,240,240,12,14,10,4,10,12,11,16,7,9,1,199050,26700,19410,8780,1464.0,0.0,9.0,4.0,0.0,0.0
PRV56545,0,7000,1068.0,7.0,12,12,0,1,1,0,0,1,1,1,0,0,1,7000,1068,3600,560,65.0,0.0,0.0,0.0,0.0,0.0
PRV56546,0,80000,8544.0,59.0,108,108,4,5,9,2,3,4,8,9,4,4,1,163050,13884,11440,2460,716.0,0.0,5.0,2.0,0.0,0.0
